image_path,caption
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/560748.jpg,A large sandwich with coleslaw french-fries and vegetables.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/550449.jpg,A lady is holding a super cheesy meal.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/426128.jpg,A group of friend laying on top of a bed.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/95774.jpg,A couple of people carrying surfboards next to a ocean.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/137635.jpg,A all white dog playing with a Frisbee on the ground. 
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/521334.jpg,a man and woman look inside of a oven 
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/372020.jpg,A man floating on a raft with an umbrella turned upwards.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/17450.jpg,A man riding a skateboard up the side of a ramp.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/98116.jpg,the bikes are all parked with no one on them. 
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/548893.jpg,An orange and white train traveling past a forest filled with lots of green trees.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/562162.jpg,A plastic container filled with lots of different veggies and Mickey Mouse.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/515298.jpg,A white toilet sitting on top of a tile floor in a bathroom.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/241491.jpg,A man hovering over a chocolate cake on a wooden counter.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/226639.jpg,A man putting his nose on the nose of a horse.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/133114.jpg,"A photograph of an outside with numerous things in the scene.
"
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/511774.jpg,A group of men getting off of an airplane.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/218147.jpg,a pepperoni and pepper pizza sitting on top of an stove
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/67269.jpg,A man riding a bike while holding a surfboard.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/134799.jpg,A person holding up their phone to record something
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/344924.jpg,Zebra stands in front of rocks while other zebra eats
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/547879.jpg,A woman bending over preparing food on a brick wall.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/550237.jpg,"a kid with a toothbrush in her hand in the bathroom
"
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/228817.jpg,A small white bathroom with several white towels.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/541690.jpg,A young man holds the head of a sheep at a livestock show.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/310021.jpg,"A clean, empty refrigerator with its two doors open."
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/341714.jpg,A pile of books sitting on a table underneath a clock.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/332833.jpg,"A person is standing over a teddy bear, wearing red socks. "
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/472224.jpg,birds swimming on waters near a bush with grass
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/398523.jpg,A stop sign on a wooden pole in the water.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/56963.jpg,an airplane sitting on a tarmac next to a runway.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/303232.jpg,A group of giraffe standing next to a forest with green trees.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/518180.jpg,A vase that has flowers inside of it.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/409825.jpg,Many people are attending an upscale dinner event.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/532521.jpg,A blue and white. passenger jet taxiing on the runway.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/470632.jpg,A girls feet and shoes are touching each other.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/546474.jpg,Two zebra in an enclosure touching each other.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/534183.jpg,A small bathroom with a white vanity and toilet and tan tile floor.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/520352.jpg,The vase is holding such beautiful flowers by the window.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/50106.jpg,Several people waiting on the sidewalk playing with their phones.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/38474.jpg,A cat laying on top of an open laptop computer.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/38686.jpg,Computer work on the back deck with the dog nearby
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/430925.jpg,A cake decorated with ponies and a pile of macaron cookies on the side.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/459355.jpg,A man in black shirt catching a frisbee between his legs.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/47935.jpg,A woman shows off her pizza on a cutting board in a kitchen.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/509587.jpg,A grizzly bear perched on a dead tree.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/453037.jpg,a batter swinging the bat after hitting the ball
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/131434.jpg,A small brown and white cat under a car.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/452412.jpg,A herd of zebra standing on a dry grass field.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/558405.jpg,"The woman is walking in the city in a bricked alley, holding an umbrella."
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/498000.jpg,"A herd of cattle walking around a hilly, grassy area."
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/475275.jpg,A zebra is standing outside and eating grass.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/1085.jpg,An orange cat laying on a bed with a black comforter.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/441172.jpg,A person sitting against a wall as another walks by with an umbrella.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/347653.jpg,The jar that is left out on the table is dirty. 
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/153666.jpg,"A street with a barrier, traffic lights and buildings."
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/247744.jpg,A toilet is surrounded by colorfully painted walls.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/482789.jpg,An adorable white dog sitting in a window sill 
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/4888.jpg,A boat traveling through the water towards a rocky shore.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/231845.jpg,Two gentleman are playing on the Wii. 
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/362145.jpg,A person standing in a court with a tennis racket.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/567018.jpg,A pair of donuts in a tissue paper wrapping sit atop a counter.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/201386.jpg,A train traveling down the side of a lush green hillside.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/154794.jpg,A couple sitting on a red bench overlooking the ocean.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/10728.jpg,"A pizza topped with meat, olives, and peppers."
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/476881.jpg,A greasey burger and a drink on a table
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/72902.jpg,A man standing by a dog catching a frisbee on a field.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/40325.jpg,A large boat kicking up spray in the water.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/318365.jpg,"someone holding a teddy bear above a toilet
"
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/98278.jpg,A man talking on a cell phone while holding a pen.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/304548.jpg,A man riding a snowboard down the side of a snow covered slope.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/532227.jpg,A snowboarder on a snowy mountain slope on a clear day.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/540785.jpg,A red plane flying across a bright blue sky.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/480893.jpg,A large gray elephant standing on top of a dirt field.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/40219.jpg,A couple of people standing in front of a mirror.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/236142.jpg,A covered barbeque grill and benches against the wall of a house.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/565546.jpg,a man that is sitting in a white truck
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/552346.jpg,A young man standing in the snow next to snow boards.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/60980.jpg,A person holding two remotes strapped together with ties
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/390792.jpg,A man that is sitting in a van.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/79896.jpg,A run down toilet in need of desperate work.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/52902.jpg,A young woman is holding a cell phone open next to her face.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/493547.jpg,A man is laying naked in his bed reading a book.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/184320.jpg,A man standing with his arms in the air and a frisbee near his face.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/349134.jpg,two ladies and kids playing sports in a green yard 
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/542643.jpg,A baseball player holding a bat standing next to home plate.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/149180.jpg,a couple of dogs are laying on a bed
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/498079.jpg,A woman on a blue bicycle looking at a cell phone.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/320403.jpg,Two giraffe standing next to each other.on a lush green field.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/139344.jpg,A giraffe standing next to a green palm tree.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/359104.jpg,A temporary sign for no parking is taped to a permanent street sign.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/380522.jpg,A group of people standing on top of a beach flying kites.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/211593.jpg,People in a field flying a kite by its long colorful tail
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/193243.jpg,A blue sign suspended above a street with cars driving under it.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/504976.jpg,A bathroom area with a toilet paper dispenser and a toilet.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/255992.jpg,a man gazing around before some ripe bananas
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/369355.jpg,A row of urinals mounted to a wall next to a row of sinks.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/415529.jpg,A lady and a man sitting on a bench next to a fence.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/37125.jpg,A clock next to a statue and bells on a building.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/166093.jpg,A woman standing on a tennis court holding a racquet.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/326849.jpg,A yellow banana on top of a coffee cup in a microwave. 
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/564063.jpg,Soldiers with guns in the back of trucks in a parade. 
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/231104.jpg,An airplane being loaded with bags and luggage.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/552518.jpg,A couple of young people talk on the terrace of a shop in the city.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/190378.jpg,A white plate topped with a pizza next to a bowl of salad.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/548428.jpg,AN AIRPLANE IS PARKED ON THE TAR MAP IN A FIELD 
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/164044.jpg,A red bus parked in a parking lot near a building.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/82246.jpg,A man sitting on a bench next to a bike with basket.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/411751.jpg,A skier rides the slopes down a snowy hill
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/246280.jpg,A tennis player is swinging on a court.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/147122.jpg,A modern kitchen done in white with a living room near by.
/home/swq/Code/Qwen2.5-VL/qwen_lora_coco_caption/coco_2014_caption/287094.jpg,"An apple, lemon and carrots are on a table."
